duration,pdays,variacion_empleo,euribor3m,nr.employed,y
101.0,999.0,-0.1,4.076,5195.8,0
808.0,999.0,-0.1,4.076,5195.8,0
187.0,999.0,1.4,4.963,5228.1,0
215.0,999.0,1.1,4.857,5191.0,0
206.0,999.0,1.4,4.964,5228.1,0
111.0,999.0,1.1,4.858,5191.0,0
222.0,999.0,-1.1,1.041,4963.6,0
285.0,999.0,-1.8,1.299,5099.1,0
428.0,999.0,-1.8,1.266,5099.1,0
420.0,999.0,1.4,4.967,5228.1,0
136.0,999.0,-3.4,0.722,5017.5,1
134.0,999.0,-0.1,4.021,5195.8,0
217.0,999.0,1.1,4.856,5191.0,0
146.0,999.0,-1.8,1.313,5099.1,0
189.0,999.0,1.4,4.963,5228.1,0
603.0,999.0,1.4,4.961,5228.1,0
66.0,999.0,1.1,4.856,5191.0,0
291.0,999.0,1.4,4.961,5228.1,0
242.0,999.0,-3.4,0.716,5017.5,0
44.0,999.0,1.4,4.961,5228.1,0
90.0,999.0,1.4,4.968,5228.1,0
117.0,999.0,-0.1,4.076,5195.8,0
429.0,999.0,-1.8,1.291,5099.1,0
173.0,999.0,-1.8,1.281,5099.1,0
167.0,999.0,1.4,4.966,5228.1,0
69.0,999.0,-1.8,1.344,5099.1,0
123.0,999.0,-1.8,1.405,5099.1,0
1201.0,999.0,1.1,4.857,5191.0,1
143.0,999.0,-0.1,4.153,5195.8,0
54.0,999.0,1.4,4.957,5228.1,0
23.0,999.0,-1.8,1.291,5099.1,0
114.0,999.0,-1.8,1.313,5099.1,0
266.0,999.0,1.1,4.856,5191.0,0
100.0,999.0,1.1,4.857,5191.0,0
177.0,999.0,1.1,4.855,5191.0,0
174.0,999.0,1.4,4.96,5228.1,0
447.0,2.0,-1.8,1.365,5099.1,1
218.0,999.0,1.4,4.865,5228.1,0
1042.0,999.0,-1.8,1.435,5099.1,1
73.0,999.0,1.4,4.961,5228.1,0
394.0,999.0,1.1,4.858,5191.0,0
61.0,999.0,1.4,4.963,5228.1,0
827.0,999.0,-1.8,1.244,5099.1,1
86.0,999.0,-0.1,4.153,5195.8,0
645.0,999.0,1.1,4.86,5191.0,0
665.0,999.0,1.4,4.961,5228.1,0
86.0,999.0,1.4,4.866,5228.1,0
112.0,999.0,1.4,4.966,5228.1,0
221.0,999.0,-1.1,0.877,4963.6,1
334.0,999.0,-2.9,1.26,5076.2,0
270.0,999.0,-2.9,1.048,5076.2,1
150.0,999.0,-0.1,4.191,5195.8,0
287.0,999.0,1.1,4.855,5191.0,0
181.0,999.0,-1.8,1.334,5099.1,0
84.0,999.0,-1.8,1.453,5099.1,1
147.0,999.0,1.4,4.962,5228.1,0
121.0,999.0,1.4,4.957,5228.1,0
105.0,999.0,1.1,4.856,5191.0,0
616.0,999.0,1.1,4.857,5191.0,0
110.0,999.0,-1.8,1.365,5099.1,0
262.0,999.0,-1.8,0.654,5008.7,0
151.0,999.0,-2.9,1.26,5076.2,0
315.0,999.0,1.4,4.866,5228.1,0
49.0,999.0,-2.9,0.883,5076.2,0
700.0,999.0,1.4,4.962,5228.1,1
25.0,999.0,-0.1,4.12,5195.8,0
115.0,999.0,-2.9,1.215,5076.2,0
231.0,999.0,1.1,4.857,5191.0,0
193.0,999.0,-1.8,1.41,5099.1,0
392.0,999.0,1.4,4.963,5228.1,0
333.0,999.0,1.1,4.857,5191.0,0
245.0,999.0,-1.8,1.291,5099.1,0
863.0,1.0,-1.8,1.291,5099.1,1
110.0,999.0,1.1,4.856,5191.0,0
151.0,999.0,1.1,4.859,5191.0,0
161.0,6.0,-1.1,0.879,4963.6,1
8.0,999.0,1.4,4.959,5228.1,0
322.0,999.0,1.4,4.958,5228.1,0
340.0,999.0,-1.8,1.266,5099.1,0
131.0,999.0,1.1,4.855,5191.0,0
210.0,999.0,1.1,4.857,5191.0,0
319.0,999.0,-1.8,1.334,5099.1,0
658.0,999.0,1.4,4.961,5228.1,1
111.0,999.0,1.4,4.963,5228.1,0
76.0,999.0,-0.1,4.021,5195.8,0
385.0,3.0,-3.4,0.809,5017.5,1
234.0,999.0,1.1,4.858,5191.0,0
455.0,999.0,1.4,4.96,5228.1,0
73.0,4.0,-2.9,0.873,5076.2,0
152.0,999.0,1.4,4.959,5228.1,0
231.0,999.0,1.1,4.857,5191.0,0
560.0,999.0,1.4,4.963,5228.1,1
507.0,999.0,1.1,4.857,5191.0,0
227.0,999.0,-1.8,1.726,5099.1,1
407.0,999.0,1.4,4.961,5228.1,0
171.0,999.0,1.4,4.963,5228.1,0
392.0,999.0,1.1,4.857,5191.0,0
133.0,999.0,-1.8,1.25,5099.1,0
39.0,999.0,1.1,4.857,5191.0,0
375.0,999.0,1.4,4.958,5228.1,0
70.0,999.0,1.1,4.86,5191.0,0
390.0,999.0,-1.8,1.266,5099.1,1
107.0,999.0,-1.8,1.27,5099.1,0
69.0,999.0,1.1,4.858,5191.0,0
284.0,999.0,1.1,4.856,5191.0,0
58.0,999.0,1.4,4.963,5228.1,0
133.0,999.0,1.4,4.963,5228.1,0
79.0,6.0,-2.9,0.821,5076.2,0
171.0,999.0,1.4,4.965,5228.1,0
347.0,999.0,1.4,4.963,5228.1,0
568.0,999.0,1.4,4.962,5228.1,0
269.0,999.0,1.4,4.962,5228.1,0
108.0,999.0,1.4,4.962,5228.1,0
270.0,999.0,1.4,4.962,5228.1,0
228.0,999.0,1.4,4.966,5228.1,0
281.0,999.0,-1.8,1.327,5099.1,0
14.0,999.0,1.4,4.864,5228.1,0
421.0,999.0,1.4,4.959,5228.1,0
107.0,999.0,1.1,4.858,5191.0,0
20.0,999.0,1.4,4.964,5228.1,0
151.0,999.0,-2.9,0.884,5076.2,0
319.0,999.0,-1.1,0.879,4963.6,1
366.0,10.0,-1.8,0.642,5008.7,0
94.0,999.0,1.4,4.964,5228.1,0
226.0,999.0,1.1,4.857,5191.0,0
322.0,999.0,-1.8,1.405,5099.1,0
235.0,999.0,1.4,4.965,5228.1,0
1002.0,999.0,-3.4,0.733,5017.5,1
120.0,999.0,-3.4,0.742,5017.5,0
65.0,999.0,1.4,4.959,5228.1,0
429.0,6.0,-1.7,0.896,4991.6,1
89.0,999.0,-1.8,1.392,5099.1,0
50.0,999.0,-0.1,4.191,5195.8,0
162.0,999.0,-2.9,0.884,5076.2,0
458.0,999.0,1.4,4.963,5228.1,0
53.0,999.0,1.1,4.858,5191.0,0
81.0,999.0,1.4,4.96,5228.1,0
316.0,999.0,-2.9,1.048,5076.2,1
70.0,999.0,-1.8,1.281,5099.1,0
177.0,999.0,1.4,4.962,5228.1,0
486.0,999.0,1.1,4.86,5191.0,0
239.0,999.0,1.4,4.963,5228.1,0
561.0,999.0,1.1,4.86,5191.0,0
67.0,999.0,1.4,4.962,5228.1,0
949.0,999.0,-1.8,1.354,5099.1,1
13.0,999.0,-1.8,1.25,5099.1,0
135.0,999.0,1.4,4.962,5228.1,0
92.0,999.0,1.4,4.957,5228.1,0
143.0,999.0,1.4,4.955,5228.1,0
259.0,999.0,-1.8,1.344,5099.1,0
76.0,999.0,1.4,4.964,5228.1,0
282.0,999.0,-1.8,1.327,5099.1,0
130.0,999.0,-0.1,4.12,5195.8,0
236.0,999.0,1.4,4.96,5228.1,0
183.0,999.0,1.4,4.947,5228.1,0
147.0,999.0,1.1,4.86,5191.0,0
26.0,999.0,1.1,4.856,5191.0,0
276.0,999.0,-2.9,1.268,5076.2,1
105.0,999.0,1.4,4.963,5228.1,0
321.0,999.0,-1.8,1.281,5099.1,0
109.0,999.0,-1.8,1.244,5099.1,0
832.0,999.0,-1.8,1.25,5099.1,1
529.0,6.0,-1.1,0.884,4963.6,1
192.0,999.0,-0.1,4.191,5195.8,0
262.0,999.0,-1.8,1.25,5099.1,0
44.0,999.0,1.1,4.857,5191.0,0
170.0,999.0,-1.8,0.634,5008.7,1
210.0,999.0,1.4,4.961,5228.1,0
277.0,999.0,-1.8,0.652,5008.7,1
194.0,999.0,-1.8,1.299,5099.1,0
121.0,999.0,1.4,4.959,5228.1,0
553.0,999.0,1.1,4.86,5191.0,0
312.0,999.0,1.1,4.864,5191.0,0
8.0,999.0,-1.8,1.266,5099.1,0
204.0,999.0,-1.8,1.41,5099.1,0
238.0,999.0,1.4,4.962,5228.1,0
86.0,999.0,1.1,4.864,5191.0,0
141.0,999.0,1.4,4.961,5228.1,0
423.0,999.0,1.1,4.859,5191.0,0
249.0,999.0,1.1,4.856,5191.0,0
407.0,999.0,-0.1,4.021,5195.8,0
130.0,999.0,-1.1,1.0,4963.6,0
72.0,999.0,-1.8,1.405,5099.1,0
396.0,999.0,-1.1,0.879,4963.6,1
154.0,999.0,-1.8,1.479,5099.1,0
837.0,999.0,1.4,4.962,5228.1,1
133.0,999.0,1.1,4.857,5191.0,0
181.0,999.0,1.1,4.858,5191.0,0
34.0,999.0,-0.1,4.021,5195.8,0
49.0,999.0,1.4,4.958,5228.1,0
713.0,999.0,1.1,4.857,5191.0,0
116.0,999.0,-1.8,1.334,5099.1,0
237.0,999.0,1.4,4.962,5228.1,0
332.0,999.0,1.1,4.857,5191.0,0
413.0,999.0,-1.8,1.281,5099.1,0
123.0,999.0,-3.4,0.803,5017.5,0
239.0,999.0,1.1,4.855,5191.0,0
157.0,999.0,1.4,4.961,5228.1,0
149.0,999.0,1.1,4.855,5191.0,0
331.0,999.0,-2.9,1.266,5076.2,1
126.0,999.0,1.4,4.964,5228.1,0
588.0,999.0,1.4,4.967,5228.1,0
239.0,999.0,1.4,4.965,5228.1,0
179.0,999.0,1.4,4.955,5228.1,0
201.0,999.0,-2.9,1.266,5076.2,0
288.0,999.0,-2.9,1.266,5076.2,0
148.0,999.0,-1.7,0.904,4991.6,0
225.0,12.0,-1.8,1.266,5099.1,0
439.0,999.0,1.4,4.966,5228.1,1
561.0,999.0,1.1,4.86,5191.0,0
59.0,999.0,-1.8,1.405,5099.1,0
45.0,999.0,1.4,4.957,5228.1,0
64.0,999.0,1.4,4.97,5228.1,0
271.0,999.0,-1.8,1.291,5099.1,0
153.0,999.0,-0.1,4.021,5195.8,0
314.0,999.0,-1.8,1.291,5099.1,0
153.0,999.0,1.4,4.959,5228.1,0
247.0,6.0,-1.7,0.84,4991.6,1
307.0,999.0,1.4,4.961,5228.1,0
41.0,999.0,1.4,4.963,5228.1,0
179.0,999.0,-1.8,1.405,5099.1,0
247.0,999.0,-2.9,1.26,5076.2,1
142.0,999.0,-1.8,1.291,5099.1,0
301.0,999.0,-2.9,0.859,5076.2,1
41.0,999.0,-1.8,1.313,5099.1,0
184.0,999.0,-1.8,1.281,5099.1,0
1070.0,999.0,-0.1,4.191,5195.8,0
510.0,999.0,1.4,4.962,5228.1,0
159.0,999.0,-1.8,1.334,5099.1,0
498.0,999.0,1.1,4.857,5191.0,0
657.0,999.0,-0.1,4.191,5195.8,0
90.0,999.0,1.4,4.957,5228.1,0
66.0,999.0,-0.1,4.076,5195.8,0
152.0,999.0,1.1,4.857,5191.0,0
181.0,999.0,-0.1,4.021,5195.8,0
256.0,999.0,1.4,4.961,5228.1,0
102.0,999.0,1.1,4.856,5191.0,0
80.0,999.0,1.4,4.963,5228.1,0
16.0,999.0,-1.8,1.354,5099.1,0
301.0,999.0,1.1,4.857,5191.0,0
140.0,999.0,1.1,4.864,5191.0,0
193.0,999.0,1.1,4.858,5191.0,0
350.0,999.0,-1.8,1.799,5099.1,1
1122.0,999.0,-1.8,1.41,5099.1,0
218.0,999.0,-0.1,4.021,5195.8,0
116.0,999.0,1.4,4.962,5228.1,0
667.0,999.0,-3.4,0.741,5017.5,1
119.0,999.0,-1.8,1.244,5099.1,0
125.0,999.0,1.4,4.964,5228.1,0
878.0,999.0,-1.8,1.365,5099.1,0
708.0,999.0,-0.1,4.153,5195.8,0
18.0,999.0,1.4,4.866,5228.1,0
173.0,999.0,-0.1,4.153,5195.8,0
427.0,999.0,-3.4,0.73,5017.5,1
87.0,999.0,1.4,4.963,5228.1,0
490.0,999.0,1.1,4.86,5191.0,0
397.0,999.0,-1.8,1.327,5099.1,0
88.0,999.0,1.4,4.961,5228.1,0
788.0,999.0,1.1,4.857,5191.0,1
504.0,999.0,-1.8,1.244,5099.1,1
91.0,999.0,-1.8,1.405,5099.1,0
360.0,999.0,-1.8,1.291,5099.1,0
295.0,999.0,1.4,4.965,5228.1,0
446.0,999.0,1.4,4.961,5228.1,0
172.0,999.0,-1.8,1.405,5099.1,0
272.0,999.0,1.4,4.957,5228.1,0
56.0,999.0,-1.8,1.445,5099.1,0
135.0,999.0,-1.8,1.25,5099.1,0
89.0,999.0,1.4,4.957,5228.1,0
93.0,999.0,1.4,4.961,5228.1,0
129.0,999.0,1.4,4.963,5228.1,0
124.0,999.0,-1.8,1.327,5099.1,0
570.0,999.0,1.4,4.959,5228.1,1
279.0,6.0,-1.7,0.899,4991.6,1
107.0,999.0,-0.1,4.021,5195.8,0
186.0,999.0,-1.8,1.264,5099.1,0
96.0,999.0,1.4,4.97,5228.1,0
118.0,999.0,-0.1,4.12,5195.8,0
134.0,999.0,1.4,4.962,5228.1,0
220.0,999.0,1.4,4.962,5228.1,0
163.0,999.0,-0.1,4.153,5195.8,0
472.0,999.0,-0.1,4.191,5195.8,0
123.0,999.0,1.1,4.855,5191.0,0
857.0,999.0,1.4,4.968,5228.1,1
25.0,999.0,-1.8,1.291,5099.1,0
197.0,999.0,-1.8,1.299,5099.1,0
133.0,999.0,1.4,4.967,5228.1,0
80.0,999.0,-0.1,4.191,5195.8,0
251.0,999.0,1.4,4.96,5228.1,0
79.0,999.0,-0.1,4.153,5195.8,0
147.0,999.0,1.4,4.97,5228.1,0
84.0,999.0,1.4,4.961,5228.1,0
356.0,2.0,-1.8,0.683,5008.7,1
297.0,999.0,-1.8,1.334,5099.1,0
229.0,999.0,-1.8,1.405,5099.1,1
252.0,999.0,-0.1,4.076,5195.8,0
580.0,999.0,1.4,4.96,5228.1,0
163.0,999.0,-1.8,1.25,5099.1,0
74.0,999.0,1.4,4.961,5228.1,0
151.0,999.0,1.1,4.858,5191.0,0
103.0,999.0,1.1,4.856,5191.0,0
97.0,999.0,1.1,4.86,5191.0,0
873.0,999.0,1.4,4.957,5228.1,1
784.0,999.0,1.4,4.962,5228.1,1
723.0,999.0,1.1,4.856,5191.0,0
195.0,999.0,-1.8,1.299,5099.1,0
63.0,999.0,1.4,4.963,5228.1,0
143.0,999.0,1.4,4.864,5228.1,0
216.0,999.0,1.4,4.961,5228.1,0
117.0,999.0,1.4,4.968,5228.1,0
122.0,999.0,1.4,4.963,5228.1,0
96.0,4.0,-2.9,1.26,5076.2,1
625.0,999.0,-1.8,0.651,5008.7,0
548.0,999.0,1.4,4.865,5228.1,0
173.0,9.0,-1.8,0.699,5008.7,1
166.0,999.0,-1.8,1.244,5099.1,0
70.0,999.0,1.4,4.961,5228.1,0
8.0,999.0,-0.1,4.021,5195.8,0
92.0,999.0,-2.9,1.262,5076.2,0
167.0,999.0,1.4,4.961,5228.1,0
116.0,999.0,1.4,4.961,5228.1,0
107.0,999.0,1.1,4.857,5191.0,0
144.0,999.0,1.4,4.96,5228.1,0
1476.0,999.0,1.4,4.966,5228.1,0
418.0,999.0,-1.8,0.653,5008.7,1
169.0,999.0,1.4,4.966,5228.1,0
47.0,999.0,-0.1,4.12,5195.8,0
199.0,999.0,1.4,4.96,5228.1,0
182.0,6.0,-1.7,0.9,4991.6,1
38.0,999.0,-1.8,1.25,5099.1,0
208.0,999.0,1.1,4.859,5191.0,0
169.0,999.0,1.4,4.866,5228.1,0
46.0,999.0,-0.1,4.076,5195.8,0
177.0,999.0,1.4,4.957,5228.1,0
1143.0,999.0,-1.8,1.299,5099.1,0
192.0,3.0,-1.8,1.266,5099.1,1
14.0,999.0,-1.8,1.25,5099.1,0
447.0,8.0,-3.4,0.739,5017.5,1
197.0,999.0,1.4,4.966,5228.1,0
228.0,999.0,1.4,4.961,5228.1,0
201.0,999.0,1.4,4.962,5228.1,0
185.0,999.0,-1.8,1.244,5099.1,0
23.0,999.0,1.1,4.86,5191.0,0
215.0,999.0,1.4,4.961,5228.1,0
93.0,999.0,1.4,4.963,5228.1,0
129.0,999.0,-1.8,1.344,5099.1,0
389.0,7.0,-1.8,0.672,5008.7,1
55.0,999.0,-1.8,1.266,5099.1,0
179.0,999.0,-1.8,1.244,5099.1,0
188.0,999.0,1.4,4.963,5228.1,0
16.0,999.0,-1.8,1.354,5099.1,0
90.0,999.0,-3.4,0.718,5017.5,0
226.0,999.0,1.4,4.961,5228.1,0
113.0,999.0,1.1,4.86,5191.0,0
137.0,999.0,1.4,4.961,5228.1,0
147.0,999.0,-0.1,4.021,5195.8,0
279.0,999.0,-1.8,1.313,5099.1,0
12.0,999.0,-0.1,4.021,5195.8,0
196.0,999.0,1.4,4.962,5228.1,0
82.0,999.0,-3.4,0.739,5017.5,0
116.0,999.0,1.1,4.857,5191.0,0
186.0,999.0,-1.8,1.27,5099.1,0
318.0,999.0,-0.1,4.191,5195.8,0
222.0,999.0,-1.8,1.365,5099.1,0
91.0,999.0,1.4,4.965,5228.1,0
101.0,999.0,1.4,4.965,5228.1,0
65.0,999.0,1.4,4.962,5228.1,0
921.0,999.0,-1.8,1.405,5099.1,0
21.0,999.0,1.4,4.967,5228.1,0
271.0,999.0,-1.8,1.531,5099.1,1
240.0,999.0,-1.8,1.281,5099.1,0
134.0,999.0,1.1,4.858,5191.0,0
38.0,999.0,1.1,4.859,5191.0,0
91.0,999.0,1.1,4.857,5191.0,0
111.0,999.0,1.4,4.958,5228.1,0
624.0,999.0,-0.1,4.021,5195.8,0
485.0,999.0,-1.8,1.264,5099.1,0
55.0,999.0,1.4,4.964,5228.1,0
333.0,999.0,-1.8,1.244,5099.1,0
82.0,999.0,-0.1,4.076,5195.8,0
755.0,999.0,-0.1,4.12,5195.8,0
208.0,2.0,-1.8,1.365,5099.1,1
218.0,999.0,-1.8,1.266,5099.1,0
89.0,999.0,1.1,4.855,5191.0,0
33.0,999.0,-0.1,4.021,5195.8,0
27.0,999.0,1.4,4.964,5228.1,0
427.0,999.0,-1.8,1.687,5099.1,1
290.0,999.0,1.1,4.858,5191.0,0
125.0,999.0,1.1,4.859,5191.0,0
235.0,999.0,-1.8,1.327,5099.1,0
331.0,999.0,-1.8,1.354,5099.1,1
82.0,999.0,1.4,4.967,5228.1,0
202.0,999.0,1.4,4.866,5228.1,0
180.0,999.0,1.4,4.958,5228.1,0
89.0,999.0,1.4,4.962,5228.1,0
72.0,999.0,1.4,4.963,5228.1,0
78.0,999.0,1.4,4.965,5228.1,0
186.0,999.0,1.4,4.968,5228.1,0
570.0,999.0,-0.1,4.12,5195.8,0
115.0,999.0,-1.8,1.291,5099.1,0
178.0,999.0,1.4,4.964,5228.1,0
238.0,999.0,-1.8,1.313,5099.1,0
106.0,999.0,-1.8,1.266,5099.1,0
139.0,999.0,1.4,4.961,5228.1,0
298.0,999.0,1.1,4.859,5191.0,0
864.0,999.0,1.4,4.966,5228.1,0
786.0,999.0,-1.8,1.266,5099.1,1
460.0,999.0,1.4,4.866,5228.1,0
183.0,999.0,1.4,4.96,5228.1,0
154.0,999.0,1.4,4.965,5228.1,0
263.0,999.0,-1.8,1.266,5099.1,0
53.0,999.0,1.1,4.864,5191.0,0
265.0,999.0,1.4,4.963,5228.1,0
269.0,999.0,1.4,4.966,5228.1,0
248.0,999.0,1.4,4.961,5228.1,0
136.0,999.0,-1.8,1.344,5099.1,0
279.0,999.0,-1.8,0.646,5008.7,1
1166.0,999.0,-1.8,1.266,5099.1,0
139.0,999.0,1.1,4.857,5191.0,0
916.0,999.0,1.1,4.857,5191.0,0
112.0,999.0,-0.1,4.918,5195.8,1
141.0,999.0,1.4,4.947,5228.1,0
181.0,999.0,-1.1,0.987,4963.6,0
123.0,999.0,1.4,4.963,5228.1,0
18.0,999.0,1.4,4.965,5228.1,0
57.0,999.0,1.4,4.964,5228.1,0
55.0,999.0,1.1,4.857,5191.0,0
343.0,999.0,1.4,4.964,5228.1,0
558.0,999.0,-1.8,1.531,5099.1,0
835.0,999.0,1.4,4.957,5228.1,0
359.0,999.0,-1.8,1.405,5099.1,0
72.0,999.0,1.4,4.961,5228.1,0
224.0,999.0,-1.1,0.879,4963.6,1
70.0,999.0,1.4,4.962,5228.1,0
364.0,999.0,-1.8,1.354,5099.1,0
357.0,999.0,1.4,4.957,5228.1,0
339.0,999.0,1.4,4.958,5228.1,0
101.0,999.0,1.4,4.961,5228.1,0
309.0,999.0,-0.1,4.191,5195.8,0
111.0,999.0,1.4,4.963,5228.1,0
454.0,999.0,1.4,4.966,5228.1,0
304.0,999.0,-1.8,1.291,5099.1,0
216.0,999.0,1.1,4.856,5191.0,0
299.0,999.0,1.4,4.968,5228.1,0
263.0,999.0,1.1,4.857,5191.0,0
71.0,999.0,1.4,4.97,5228.1,0
147.0,999.0,1.4,4.962,5228.1,0
37.0,999.0,1.1,4.858,5191.0,0
441.0,999.0,-1.8,1.405,5099.1,0
70.0,999.0,1.1,4.856,5191.0,0
195.0,999.0,1.1,4.856,5191.0,0
43.0,999.0,1.1,4.855,5191.0,0
172.0,999.0,-2.9,1.262,5076.2,0
521.0,999.0,1.4,4.958,5228.1,0
249.0,999.0,1.4,4.961,5228.1,0
899.0,999.0,1.4,4.962,5228.1,0
20.0,999.0,-1.8,1.25,5099.1,0
197.0,999.0,1.4,4.958,5228.1,0
154.0,999.0,-1.7,0.827,4991.6,0
304.0,999.0,1.1,4.856,5191.0,0
140.0,999.0,1.1,4.859,5191.0,0
170.0,999.0,1.1,4.864,5191.0,0
363.0,999.0,1.1,4.857,5191.0,0
70.0,999.0,1.4,4.865,5228.1,0
153.0,999.0,-2.9,1.266,5076.2,0
128.0,999.0,1.4,4.955,5228.1,0
779.0,999.0,-1.8,1.365,5099.1,1
127.0,999.0,1.1,4.856,5191.0,0
74.0,999.0,-1.1,1.048,4963.6,0
64.0,999.0,-0.1,4.191,5195.8,0
126.0,999.0,1.4,4.962,5228.1,0
491.0,999.0,-2.9,1.26,5076.2,1
68.0,999.0,1.4,4.962,5228.1,0
78.0,999.0,-2.9,0.851,5076.2,1
248.0,999.0,-2.9,1.072,5076.2,0
274.0,999.0,-0.1,4.12,5195.8,0
69.0,999.0,1.4,4.957,5228.1,0
281.0,999.0,-1.8,1.281,5099.1,0
472.0,999.0,1.4,4.966,5228.1,0
15.0,999.0,1.4,4.864,5228.1,0
275.0,999.0,1.4,4.967,5228.1,0
70.0,999.0,1.4,4.962,5228.1,0
124.0,999.0,1.1,4.856,5191.0,0
271.0,999.0,-1.8,1.299,5099.1,0
245.0,999.0,-1.7,0.898,4991.6,0
191.0,999.0,1.1,4.855,5191.0,0
118.0,999.0,1.4,4.968,5228.1,0
198.0,999.0,-0.1,4.153,5195.8,0
496.0,999.0,1.1,4.857,5191.0,0
734.0,999.0,1.4,4.965,5228.1,0
1111.0,999.0,1.1,4.857,5191.0,1
178.0,999.0,1.1,4.856,5191.0,0
341.0,999.0,-1.8,1.291,5099.1,0
1149.0,999.0,1.4,4.965,5228.1,1
73.0,999.0,1.4,4.964,5228.1,0
232.0,999.0,1.1,4.859,5191.0,0
244.0,999.0,1.4,4.962,5228.1,0
136.0,999.0,-1.7,0.737,4991.6,0
582.0,999.0,-2.9,0.879,5076.2,1
112.0,999.0,1.4,4.961,5228.1,0
56.0,999.0,1.4,4.962,5228.1,0
102.0,999.0,1.1,4.855,5191.0,0
86.0,999.0,1.1,4.857,5191.0,0
25.0,999.0,1.4,4.96,5228.1,0
504.0,999.0,-0.1,4.191,5195.8,0
541.0,999.0,-1.8,1.281,5099.1,0
562.0,999.0,-0.1,4.12,5195.8,0
143.0,999.0,-1.8,1.266,5099.1,0
613.0,999.0,1.4,4.967,5228.1,0
249.0,999.0,-0.1,4.076,5195.8,0
155.0,999.0,-0.1,4.12,5195.8,0
171.0,999.0,-2.9,1.26,5076.2,0
110.0,999.0,1.4,4.962,5228.1,0
186.0,999.0,-2.9,1.268,5076.2,1
144.0,999.0,1.1,4.855,5191.0,0
414.0,999.0,-2.9,0.873,5076.2,1
102.0,999.0,1.4,4.965,5228.1,0
272.0,999.0,1.4,4.864,5228.1,0
108.0,999.0,1.4,4.967,5228.1,0
204.0,999.0,1.1,4.857,5191.0,0
243.0,999.0,1.4,4.963,5228.1,0
349.0,999.0,-2.9,0.883,5076.2,1
490.0,999.0,1.4,4.864,5228.1,0
290.0,999.0,1.4,4.866,5228.1,0
106.0,999.0,1.1,4.859,5191.0,0
196.0,999.0,1.1,4.86,5191.0,0
236.0,999.0,-1.8,1.445,5099.1,1
49.0,999.0,1.4,4.962,5228.1,0
87.0,999.0,-1.8,1.244,5099.1,0
16.0,999.0,1.4,4.959,5228.1,0
202.0,999.0,1.4,4.963,5228.1,0
90.0,3.0,-3.4,0.714,5017.5,1
266.0,999.0,-1.8,1.313,5099.1,0
1867.0,999.0,1.1,4.86,5191.0,1
278.0,999.0,1.4,4.964,5228.1,0
227.0,999.0,1.4,4.957,5228.1,0
96.0,999.0,-1.8,1.41,5099.1,0
47.0,999.0,-1.8,1.25,5099.1,0
319.0,999.0,1.1,4.864,5191.0,0
78.0,999.0,1.1,4.855,5191.0,0
396.0,999.0,1.4,4.963,5228.1,0
798.0,999.0,-1.8,1.327,5099.1,1
198.0,999.0,1.4,4.961,5228.1,0
22.0,999.0,-1.8,1.291,5099.1,0
619.0,999.0,1.4,4.962,5228.1,0
58.0,999.0,1.4,4.965,5228.1,0
171.0,999.0,-3.4,0.803,5017.5,0
169.0,999.0,-1.8,1.25,5099.1,0
104.0,999.0,1.4,4.962,5228.1,0
297.0,999.0,1.4,4.961,5228.1,0
155.0,999.0,-2.9,1.268,5076.2,0
492.0,999.0,1.1,4.857,5191.0,0
413.0,999.0,-1.8,1.406,5099.1,1
161.0,999.0,1.4,4.96,5228.1,0
222.0,999.0,-1.8,0.64,5008.7,1
1283.0,999.0,-0.1,4.12,5195.8,0
262.0,3.0,-3.4,0.715,5017.5,1
90.0,999.0,-2.9,0.883,5076.2,0
89.0,999.0,-2.9,0.821,5076.2,0
289.0,999.0,1.1,4.856,5191.0,0
51.0,999.0,-0.1,4.191,5195.8,0
44.0,999.0,1.1,4.857,5191.0,0
72.0,999.0,1.1,4.86,5191.0,0
562.0,999.0,-1.8,0.654,5008.7,1
61.0,999.0,1.4,4.963,5228.1,0
100.0,999.0,1.4,4.959,5228.1,0
14.0,999.0,-1.8,1.266,5099.1,0
118.0,999.0,1.1,4.857,5191.0,0
182.0,999.0,1.1,4.858,5191.0,0
92.0,999.0,1.1,4.857,5191.0,0
253.0,999.0,1.1,4.856,5191.0,0
136.0,999.0,1.1,4.858,5191.0,0
70.0,999.0,-0.1,4.191,5195.8,0
374.0,2.0,-1.8,1.365,5099.1,0
237.0,999.0,1.1,4.859,5191.0,0
126.0,3.0,-2.9,1.268,5076.2,1
138.0,999.0,1.4,4.966,5228.1,0
597.0,999.0,1.4,4.961,5228.1,0
101.0,999.0,-0.1,4.153,5195.8,0
182.0,999.0,1.1,4.857,5191.0,0
75.0,999.0,-1.8,1.41,5099.1,0
408.0,999.0,1.4,4.961,5228.1,0
190.0,999.0,-1.8,1.259,5099.1,0
457.0,999.0,-2.9,1.215,5076.2,0
76.0,999.0,1.1,4.864,5191.0,0
209.0,999.0,-1.8,1.334,5099.1,0
21.0,999.0,-1.8,1.405,5099.1,0
369.0,999.0,-0.1,4.191,5195.8,0
17.0,999.0,1.4,4.96,5228.1,0
95.0,999.0,-0.1,4.7,5195.8,0
21.0,999.0,1.4,4.865,5228.1,0
145.0,999.0,1.4,4.967,5228.1,0
77.0,999.0,-1.8,1.25,5099.1,0
223.0,999.0,1.1,4.857,5191.0,0
74.0,999.0,1.4,4.968,5228.1,0
